date,Date,CDID,Value,series
2020 OCT,2020-10-15,WUMP,.02,FurnitureHousehold
2020 OCT,2020-10-15,WUMQ,.06,Health
2020 OCT,2020-10-15,WUMW,.19,Transport
2020 OCT,2020-10-15,WUMX,.07,Communication
2020 OCT,2020-10-15,WUNC,.33,RecreationCulture
2020 OCT,2020-10-15,WUND,.06,Education
2020 OCT,2020-10-15,WUNE,-.06,RestaurantsHotels
2020 OCT,2020-10-15,WUNG,.07,Misc
2020 SEP,2020-09-15,WUMA,-.01,Food
2020 SEP,2020-09-15,WUMB,.08,AlcoholTobacco
2020 SEP,2020-09-15,WUMC,-.09,ClothingFootwear
2020 SEP,2020-09-15,WUMD,-.11,HousingHouseService
2020 SEP,2020-09-15,WUMP,-.03,FurnitureHousehold
2020 SEP,2020-09-15,WUMQ,.06,Health
2020 SEP,2020-09-15,WUMW,.14,Transport
2020 SEP,2020-09-15,WUMX,.07,Communication
2020 SEP,2020-09-15,WUNC,.4,RecreationCulture
2020 SEP,2020-09-15,WUND,.05,Education
2020 SEP,2020-09-15,WUNE,-.08,RestaurantsHotels
2020 SEP,2020-09-15,WUNG,.07,Misc
2021 JAN,2021-01-15,WUMA,-.06,Food
2021 JAN,2021-01-15,WUMB,.13,AlcoholTobacco
2021 JAN,2021-01-15,WUMC,-.29,ClothingFootwear
2021 JAN,2021-01-15,WUMD,-.16,HousingHouseService
2021 JAN,2021-01-15,WUMP,.06,FurnitureHousehold
2021 JAN,2021-01-15,WUMQ,.03,Health
2021 JAN,2021-01-15,WUMW,.31,Transport
2021 JAN,2021-01-15,WUMX,.05,Communication
2021 JAN,2021-01-15,WUNC,.44,RecreationCulture
2021 JAN,2021-01-15,WUND,.06,Education
2021 JAN,2021-01-15,WUNE,.1,RestaurantsHotels
2021 JAN,2021-01-15,WUNG,.03,Misc
